  Model loaded → /app/models/tradesage_10y.pkl
  Features : 107
  Saved AUC: 0.6699
  Ensemble : ['lgbm', 'catboost']
2026-05-08 04:08:20,904 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONCORDBIO via all methods.
2026-05-08 04:08:24,423 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONFIPET via all methods.
2026-05-08 04:08:28,968 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONS via all methods.
2026-05-08 04:08:32,486 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONSUMBEES via all methods.
2026-05-08 04:08:36,094 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONSUMER via all methods.
2026-05-08 04:08:40,680 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONSUMIETF via all methods.
2026-05-08 04:08:44,156 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CONTROLPR via all methods.
2026-05-08 04:08:48,680 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CORALFINAC via all methods.
2026-05-08 04:08:52,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CORDSCABLE via all methods.
2026-05-08 04:08:56,679 [WARNING] src.core.screener_scraper: Failed to fetch HTML for COROMANDEL via all methods.
2026-05-08 04:09:00,327 [WARNING] src.core.screener_scraper: Failed to fetch HTML for COSMOFIRST via all methods.
2026-05-08 04:09:04,936 [WARNING] src.core.screener_scraper: Failed to fetch HTML for COUNCODOS via all methods.
2026-05-08 04:09:04,957 [WARNING] src.angel.angel_data_fetcher: Symbol CPCAP not found in NSE Equities index.
2026-05-08 04:09:08,902 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CPSEETF via all methods.
2026-05-08 04:09:12,422 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CRAFTSMAN via all methods.
2026-05-08 04:09:12,571 [INFO] tradesage.scanner: [500/2525] scanning... (signals: 33, errors: 81)
2026-05-08 04:09:17,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CREATIVEYE via all methods.
2026-05-08 04:09:20,552 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CREDITACC via all methods.
2026-05-08 04:09:24,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CREST via all methods.
2026-05-08 04:09:28,680 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CRISIL via all methods.
2026-05-08 04:09:32,136 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CRIZAC via all methods.
2026-05-08 04:09:36,615 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CROMPTON via all methods.
2026-05-08 04:09:40,135 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CROWN via all methods.
2026-05-08 04:09:44,551 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CSBBANK via all methods.
2026-05-08 04:09:48,968 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CSLFINANCE via all methods.
2026-05-08 04:09:48,986 [WARNING] src.angel.angel_data_fetcher: Symbol CTE not found in NSE Equities index.
2026-05-08 04:09:52,425 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CUB via all methods.
2026-05-08 04:09:56,966 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CUBEXTUB via all methods.
2026-05-08 04:10:00,423 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CUMMINSIND via all methods.
2026-05-08 04:10:04,968 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CUPID via all methods.
2026-05-08 04:10:08,551 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CYBERMEDIA via all methods.
2026-05-08 04:10:13,030 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CYBERTECH via all methods.
2026-05-08 04:10:16,486 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CYIENT via all methods.
2026-05-08 04:10:21,034 [WARNING] src.core.screener_scraper: Failed to fetch HTML for CYIENTDLM via all methods.
2026-05-08 04:10:24,487 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DABUR via all methods.
2026-05-08 04:10:28,968 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DALBHARAT via all methods.
2026-05-08 04:10:32,486 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DALMIASUG via all methods.
2026-05-08 04:10:36,967 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DAMCAPITAL via all methods.
2026-05-08 04:10:40,486 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DAMODARIND via all methods.
2026-05-08 04:10:45,030 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DANGEE via all methods.
2026-05-08 04:10:48,551 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DATAMATICS via all methods.
2026-05-08 04:10:53,033 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DATAPATTNS via all methods.
2026-05-08 04:10:56,486 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DAVANGERE via all methods.
2026-05-08 04:11:00,968 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DBCORP via all methods.
2026-05-08 04:11:04,552 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DBEIL via all methods.
2026-05-08 04:11:08,198 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DBL via all methods.
2026-05-08 04:11:08,217 [WARNING] src.angel.angel_data_fetcher: Symbol DBOL not found in NSE Equities index.
2026-05-08 04:11:12,806 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DBREALTY via all methods.
2026-05-08 04:11:16,454 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DBSTOCKBRO via all methods.
2026-05-08 04:11:20,123 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCAL via all methods.
2026-05-08 04:11:24,838 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCBBANK via all methods.
2026-05-08 04:11:24,858 [WARNING] src.angel.angel_data_fetcher: Symbol DCI not found in NSE Equities index.
2026-05-08 04:11:29,063 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCM via all methods.
2026-05-08 04:11:32,710 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCMNVL via all methods.
2026-05-08 04:11:36,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCMSHRIRAM via all methods.
2026-05-08 04:11:40,903 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCMSRIND via all methods.
2026-05-08 04:11:44,551 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCW via all methods.
2026-05-08 04:11:48,198 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DCXINDIA via all methods.
2026-05-08 04:11:52,360 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DDEVPLSTIK via all methods.
2026-05-08 04:11:57,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DECCANCE via all methods.
2026-05-08 04:12:00,679 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEEDEV via all methods.
2026-05-08 04:12:04,455 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEEPAKFERT via all methods.
2026-05-08 04:12:08,233 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEEPAKNTR via all methods.
2026-05-08 04:12:12,839 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEEPINDS via all methods.
2026-05-08 04:12:16,615 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DELHIVERY via all methods.
2026-05-08 04:12:20,327 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DELPHIFX via all methods.
2026-05-08 04:12:24,934 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DELTACORP via all methods.
2026-05-08 04:12:28,647 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DELTAMAGNT via all methods.
2026-05-08 04:12:32,230 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEN via all methods.
2026-05-08 04:12:36,838 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DENORA via all methods.
2026-05-08 04:12:41,001 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DENTA via all methods.
2026-05-08 04:12:44,200 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEVIT via all methods.
2026-05-08 04:12:48,872 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DEVYANI via all methods.
2026-05-08 04:12:52,583 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DGCONTENT via all methods.
2026-05-08 04:12:56,166 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DHAMPURSUG via all methods.
2026-05-08 04:13:00,774 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DHANBANK via all methods.
2026-05-08 04:13:04,423 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DHANUKA via all methods.
2026-05-08 04:13:09,033 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DHARMAJ via all methods.
[E 260508 04:13:09 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'tradingsymbol': 'DHRUV-EQ', 'symboltoken': '6858'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
2026-05-08 04:13:12,617 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DHRUV via all methods.
2026-05-08 04:13:16,198 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DHUNINV via all methods.
2026-05-08 04:13:20,808 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIACABS via all methods.
2026-05-08 04:13:24,967 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIAMINESQ via all methods.
2026-05-08 04:13:28,615 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIAMONDYD via all methods.
2026-05-08 04:13:32,263 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DICIND via all methods.
2026-05-08 04:13:36,808 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIFFNKG via all methods.
2026-05-08 04:13:40,455 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIGIDRIVE via all methods.
2026-05-08 04:13:40,466 [WARNING] src.angel.angel_data_fetcher: Symbol DIGISPICE not found in NSE Equities index.
2026-05-08 04:13:44,999 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIGITIDE via all methods.
2026-05-08 04:13:48,712 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIGJAMLMTD via all methods.
2026-05-08 04:13:48,730 [WARNING] src.angel.angel_data_fetcher: Symbol DISHTV not found in NSE Equities index.
2026-05-08 04:13:52,295 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIVGIITTS via all methods.
2026-05-08 04:13:57,032 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIVISLAB via all methods.
2026-05-08 04:14:00,742 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIVOPPBEES via all methods.
2026-05-08 04:14:04,390 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DIXON via all methods.
2026-05-08 04:14:09,127 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DLF via all methods.
2026-05-08 04:14:12,774 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DLINKINDIA via all methods.
2026-05-08 04:14:16,359 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DMART via all methods.
2026-05-08 04:14:21,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DMCC via all methods.
2026-05-08 04:14:24,745 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DNAMEDIA via all methods.
2026-05-08 04:14:28,519 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DODLA via all methods.
2026-05-08 04:14:32,128 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DOLATALGO via all methods.
2026-05-08 04:14:36,838 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DOLLAR via all methods.
2026-05-08 04:14:40,552 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DOLPHIN via all methods.
2026-05-08 04:14:44,135 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DOMS via all methods.
2026-05-08 04:14:48,806 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DONEAR via all methods.
2026-05-08 04:14:52,390 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DPABHUSHAN via all methods.
2026-05-08 04:14:57,063 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DPSCLTD via all methods.
2026-05-08 04:15:00,711 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DPWIRES via all methods.
2026-05-08 04:15:04,425 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DRCSYSTEMS via all methods.
2026-05-08 04:15:08,155 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DREAMFOLKS via all methods.
2026-05-08 04:15:12,809 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DREDGECORP via all methods.
2026-05-08 04:15:18,637 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DRREDDY via all methods.
2026-05-08 04:15:18,860 [INFO] tradesage.scanner: [600/2525] scanning... (signals: 48, errors: 90)
2026-05-08 04:15:20,678 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DSSL via all methods.
2026-05-08 04:15:25,351 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DTIL via all methods.
2026-05-08 04:15:25,373 [WARNING] src.angel.angel_data_fetcher: Symbol DUCON not found in NSE Equities index.
2026-05-08 04:15:28,574 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DVL via all methods.
2026-05-08 04:15:33,224 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DWARKESH via all methods.
2026-05-08 04:15:36,934 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DYCL via all methods.
2026-05-08 04:15:41,544 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DYNAMATECH via all methods.
2026-05-08 04:15:45,191 [WARNING] src.core.screener_scraper: Failed to fetch HTML for DYNPRO via all methods.
2026-05-08 04:15:48,905 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EASEMYTRIP via all methods.
2026-05-08 04:15:52,571 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EBANKNIFTY via all methods.
2026-05-08 04:15:57,155 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EBBETF0430 via all methods.
2026-05-08 04:16:00,809 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EBBETF0431 via all methods.
2026-05-08 04:16:05,479 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EBBETF0433 via all methods.
2026-05-08 04:16:09,384 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ECAPINSURE via all methods.
2026-05-08 04:16:13,033 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ECLERX via all methods.
2026-05-08 04:16:16,614 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ECOSMOBLTY via all methods.
2026-05-08 04:16:21,287 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EDELWEISS via all methods.
2026-05-08 04:16:27,263 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EGOLD via all methods.
2026-05-08 04:16:29,535 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EICHERMOT via all methods.
2026-05-08 04:16:33,216 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EIDPARRY via all methods.
2026-05-08 04:16:37,863 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EIEL via all methods.
2026-05-08 04:16:41,638 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EIFFL via all methods.
2026-05-08 04:16:45,287 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EIHAHOTELS via all methods.
2026-05-08 04:16:49,896 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EIHOTEL via all methods.
2026-05-08 04:16:53,606 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EIMCOELECO via all methods.
2026-05-08 04:16:57,254 [WARNING] src.core.screener_scraper: Failed to fetch HTML for EKC via all methods.
2026-05-08 04:17:01,864 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELDEHSG via all methods.
2026-05-08 04:17:05,510 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELECON via all methods.
2026-05-08 04:17:09,247 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELECTCAST via all methods.
2026-05-08 04:17:13,958 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELECTHERM via all methods.
2026-05-08 04:17:17,610 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELGIEQUIP via all methods.
2026-05-08 04:17:21,831 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELGIRUBCO via all methods.
2026-05-08 04:17:25,479 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELIN via all methods.
2026-05-08 04:17:31,376 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ELLEN via all methods.
